Kingdom	Phylum	Class	Order	Family	Genus
Mito OTU1637	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	AKYH767	NA
Mito OTU1638	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
Mito OTU1639	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	NA
Mito OTU1640	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_7
Mito OTU1641	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	NA	NA
Mito OTU1642	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter
Mito OTU1643	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	NA
Mito OTU1644	Bacteria	Spirochaetota	Leptospirae	Leptospirales	Leptospiraceae	RBG-16-49-21
Mito OTU1645	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter
Mito OTU1646	Bacteria	NA	NA	NA	NA	NA
Mito OTU1647	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 gut group
Mito OTU1648	Bacteria	Patescibacteria	Gracilibacteria	NA	NA	NA
Mito OTU1649	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes
Mito OTU1650	Bacteria	Actinobacteriota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	NA
Mito OTU1651	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA	NA
Mito OTU1652	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Niabella
Mito OTU1653	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA
Mito OTU1654	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA
Mito OTU1655	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NS11-12 marine group	NA
Mito OTU1656	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Poseidonibacter
Mito OTU1657	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	NA
Mito OTU1658	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	NA	NA
Mito OTU1659	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium
Mito OTU1660	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	NA	NA
Mito OTU1661	Bacteria	Actinobacteriota	Actinobacteria	NA	NA	NA
Mito OTU1662	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	env.OPS 17	NA
Mito OTU1663	Bacteria	Proteobacteria	Gammaproteobacteria	Beggiatoales	Beggiatoaceae	Candidatus Thiophysa
Mito OTU1664	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Nostocoida
Mito OTU1665	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	NA	NA
Mito OTU1666	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	[Eubacterium] hallii group
Mito OTU1667	Bacteria	Firmicutes	Clostridia	Oscillospirales	Hungateiclostridiaceae	Ercella
Mito OTU1668	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Pseudarcobacter
Mito OTU1669	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Aminobacter
Mito OTU1670	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
Mito OTU1671	Bacteria	Synergistota	Synergistia	Synergistales	Synergistaceae	Cloacibacillus
Mito OTU1672	Bacteria	Firmicutes	Bacilli	Lactobacillales	NA	NA
Mito OTU1673	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	[Agitococcus] lubricus group
Mito OTU1674	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	[Eubacterium] oxidoreducens group
Mito OTU1675	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Pseudoclavibacter
Mito OTU1676	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Poseidonibacter
Mito OTU1677	Bacteria	Synergistota	Synergistia	Synergistales	Synergistaceae	NA
Mito OTU1678	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 1
Mito OTU1679	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	T34	NA
Mito OTU1680	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter
Mito OTU1681	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus
Mito OTU1682	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Sebaldella
Mito OTU1683	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Dyadobacter
Mito OTU1684	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	NA
Mito OTU1685	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	[Desulfobacterium] catecholicum group
Mito OTU1686	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Candidatus Planktoluna
Mito OTU1687	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
Mito OTU1688	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA
Mito OTU1689	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	NA
Mito OTU1690	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Subdoligranulum
Mito OTU1691	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA
Mito OTU1692	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus
Mito OTU1693	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Beutenbergiaceae	NA
Mito OTU1694	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
Mito OTU1695	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 13
Mito OTU1696	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus
Mito OTU1697	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
Mito OTU1698	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus
Mito OTU1699	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Arcobacter
Mito OTU1700	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter
Mito OTU1701	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Oxalicibacterium
Mito OTU1702	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Dechloromonas
Mito OTU1703	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Aquicella
Mito OTU1704	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA
Mito OTU1705	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Fusicatenibacter
Mito OTU1706	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas
Mito OTU1707	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Chitinibacteraceae	Formivibrio
Mito OTU1708	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
Mito OTU1709	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia
Mito OTU1710	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA	NA
Mito OTU1711	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	NA	NA
Mito OTU1712	Bacteria	Firmicutes	Bacilli	Lactobacillales	NA	NA
Mito OTU1713	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	NA
Mito OTU1714	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA
Mito OTU1715	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	Paludibacter
Mito OTU1716	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
Mito OTU1717	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA
Mito OTU1718	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia
Mito OTU1719	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	NA
Mito OTU1720	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Subdoligranulum
Mito OTU1721	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA
Mito OTU1722	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	NA
Mito OTU1723	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	NA	NA
Mito OTU1724	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Dorea
Mito OTU1725	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	NA	NA
Mito OTU1726	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA
Mito OTU1727	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	NA
Mito OTU1728	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium
Mito OTU1729	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Candidatus Symbiobacter
Mito OTU1730	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Candidatus Accumulibacter
Mito OTU1731	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	NA	NA
Mito OTU1732	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	NA	NA
Mito OTU1733	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA
Mito OTU1734	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA	NA
Mito OTU1735	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA
Mito OTU1736	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA
Mito OTU1737	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Phaseolibacter
Mito OTU1738	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Inhella
Mito OTU1739	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Qipengyuania
Mito OTU1740	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Ornithinibacter
Mito OTU1741	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
Mito OTU1742	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA	NA
Mito OTU1743	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Fusicatenibacter
Mito OTU1744	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Mito OTU1745	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
Mito OTU1746	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
Mito OTU1747	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA
Mito OTU1748	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
Mito OTU1749	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium
Mito OTU1750	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia
Mito OTU1751	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
Mito OTU1752	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia
Mito OTU1753	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Butyricimonas
Mito OTU1754	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Mogibacterium
Mito OTU1755	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix
Mito OTU1756	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Dialister
Mito OTU1757	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	NA
Mito OTU1758	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Mito OTU1759	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	TM7a
Mito OTU1760	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	CL500-29 marine group
Mito OTU1761	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Enhydrobacter
Mito OTU1762	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group
Mito OTU1763	Bacteria	Patescibacteria	Gracilibacteria	JGI 0000069-P22	NA	NA
Mito OTU1764	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Terrimicrobiaceae	Terrimicrobium
Mito OTU1765	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	NA
Mito OTU1766	Bacteria	Verrucomicrobiota	Verrucomicrobiae	LD1-PB3	NA	NA
Mito OTU1767	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	NA	NA
Mito OTU1768	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	NA
Mito OTU1769	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA
Mito OTU1770	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides
Mito OTU1771	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	Elsteraceae	Elstera
Mito OTU1772	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurovaceae	Sulfurovum
Mito OTU1773	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	cvE6	NA
Mito OTU1774	Bacteria	Synergistota	Synergistia	Synergistales	Synergistaceae	Synergistes
Mito OTU1775	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Soonwooa
Mito OTU1776	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Proteiniclasticum
Mito OTU1777	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter
Mito OTU1778	Bacteria	Firmicutes	Clostridia	Oscillospirales	Hungateiclostridiaceae	NA
Mito OTU1779	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
Mito OTU1780	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	NA
Mito OTU1781	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	NA
Mito OTU1782	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	NA
Mito OTU1783	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Pseudarcobacter
Mito OTU1784	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Poseidonibacter
Mito OTU1785	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Pseudarcobacter
Mito OTU1786	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Subdoligranulum
Mito OTU1787	Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	NA
Mito OTU1788	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
Mito OTU1789	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	NA
Mito OTU1790	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
Mito OTU1791	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	NA
Mito OTU1792	Bacteria	Firmicutes	Clostridia	NA	NA	NA
Mito OTU1793	Bacteria	Firmicutes	Bacilli	Lactobacillales	NA	NA
Mito OTU1794	Bacteria	Actinobacteriota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
Mito OTU1795	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	NA
Mito OTU1796	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Uruburuella
Mito OTU1797	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia
Mito OTU1798	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Amaricoccus
Mito OTU1799	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Subdoligranulum
Mito OTU1800	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Poseidonibacter
Mito OTU1801	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia
Mito OTU1802	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	NA
Mito OTU1803	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA
Mito OTU1804	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Shinella
Mito OTU1805	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium
Mito OTU1806	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	[Eubacterium] xylanophilum group
Mito OTU1807	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Rheinheimera
Mito OTU1808	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	NA
Mito OTU1809	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Tibeticola
Mito OTU1810	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Pseudarcobacter
Mito OTU1811	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Altererythrobacter
Mito OTU1812	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	[Agitococcus] lubricus group
Mito OTU1813	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces
Mito OTU1814	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter
Mito OTU1815	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	[Eubacterium] fissicatena group
Mito OTU1816	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Pseudarcobacter
Mito OTU1817	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Simplicispira
Mito OTU1818	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Mito OTU1819	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA	NA
Mito OTU1820	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	NA
Mito OTU1821	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Candidatus Symbiobacter
Mito OTU1822	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	NA
Mito OTU1823	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
Mito OTU1824	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	[Ruminococcus] torques group
Mito OTU1825	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus
Mito OTU1826	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	NA	NA
Mito OTU1827	Bacteria	Desulfobacterota	Syntrophia	Syntrophales	Smithellaceae	Smithella
Mito OTU1828	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Paucilactobacillus
Mito OTU1829	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	JI49D030	NA
Mito OTU1830	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA
Mito OTU1831	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Thiothrix
Mito OTU1832	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium
Mito OTU1833	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Marvinbryantia
Mito OTU1834	Bacteria	NA	NA	NA	NA	NA
Mito OTU1835	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA	NA
Mito OTU1836	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Frondihabitans
Mito OTU1837	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Pseudarcobacter
Mito OTU1838	Bacteria	Firmicutes	Bacilli	Lactobacillales	NA	NA
Mito OTU1839	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	NA	NA
Mito OTU1840	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Atopococcus
Mito OTU1841	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Acidaminobacteraceae	Acidaminobacter
Mito OTU1842	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Anaerovorax
Mito OTU1843	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus
Mito OTU1844	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Terrisporobacter
Mito OTU1845	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Sporomusaceae	NA
Mito OTU1846	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Intestinibacter
Mito OTU1847	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Catenibacterium
Mito OTU1848	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Mito OTU1849	Archaea	Halobacterota	Methanomicrobia	Methanomicrobiales	Methanocorpusculaceae	Methanocorpusculum
Mito OTU1850	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	Crenothrix
Mito OTU1851	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium
Mito OTU1852	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Faucicola
Mito OTU1853	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Enhydrobacter
Mito OTU1854	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Enhydrobacter
Mito OTU1855	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NK4A214 group
Mito OTU1856	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
Mito OTU1857	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA
Mito OTU1858	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	Victivallaceae	NA
Mito OTU1859	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA
Mito OTU1860	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	[Eubacterium] siraeum group
Mito OTU1861	Bacteria	Desulfobacterota	Syntrophia	Syntrophales	Syntrophaceae	Syntrophus
Mito OTU1862	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	NA
Mito OTU1863	Bacteria	Myxococcota	Polyangia	Polyangiales	Phaselicystidaceae	Phaselicystis
Mito OTU1864	Bacteria	WPS-2	NA	NA	NA	NA
Mito OTU1865	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium
Mito OTU1866	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	ADurb.Bin063-1
Mito OTU1867	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Acidaminobacteraceae	Acidaminobacter
Mito OTU1868	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	JI49D030	NA
Mito OTU1869	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
Mito OTU1870	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	SN8
Mito OTU1871	Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	Candidatus Alysiosphaera
Mito OTU1872	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes vadinHA17	NA
Mito OTU1873	Bacteria	Acidobacteriota	Holophagae	Holophagales	Holophagaceae	NA
Mito OTU1874	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA
